0,27,22,23,66,1012,4.045047746205475
0,27,22,21,66,1011,3.9981655143747603
0.5,26,22,22,63,1015,3.932769487330725
0,27,22,20,64,1016,3.86382558516048
0,27,23,24,61,1015,3.761906598073397
0,28,24,27,58,1016,3.795634255217623
0,30,24,27,61,1016,3.5114770489759457
0,30,24,25,66,1015,3.5092792153849754
0,30,24,20,69,1015,3.106172930791106
0,30,24,19,71,1017,2.8084324067206303
0,28,24,20,74,1016,2.4884192612671625
0,29,24,17,71,1016,2.1662197896476263
0.5,28,21,15,70,1016,1.891559803448418
0,27,22,20,65,1017,1.5956689545013365
0,26,22,18,61,1016,1.3722828495617925
0.8,26,21,13,58,1015,1.2684905435867186
15.7,25,18,19,72,1013,1.53700158570437
1.2,26,23,19,73,1011,1.0918730679031192
0.2,27,24,15,75,1007,0.9241342462310427
0,29,24,17,72,1007,0.9142711063000784
0,29,24,28,61,1010,1.5140520758599514
0,29,24,30,55,1013,1.360392485335801
0,28,23,26,63,1015,1.1947365905855833
0,30,23,20,59,1013,0.6817212688814339
0,29,23,20,61,1011,1.041680148017146
0,29,23,19,59,1013,0.9147632924639357
0,28,22,22,59,1015,0.8010946228320058
0,27,23,20,51,1015,0.7016938212649683
0,27,23,18,52,1013,0.7163964732566053
0,26,23,18,62,1008,0.6265915180417488
0.2,33,26,8,56,1007,0.5589022848049907
2.6,29,25,16,62,1010,0.5056125952442995
0,31,25,16,58,1009,0.4568537639152941
0,31,25,8,58,1008,0.4047655940939173
0,29,24,10,69,1005,0.34413981527405824
0,30,25,10,63,1003,0.2750319485436987
0,28,22,19,66,1007,0.206689946265905
0,28,23,19,59,1008,0.6952540889434227
0,29,23,17,58,1013,0.5469705767315862
0,28,23,14,59,1015,0.14504143945179732
