"Phnom Penh International Airport, Cambodia",Date,Time,Temperature (C),Dew Point (C),Humidity (%),Wind Direction,Wind Speed (km/h),Wind Gust (km/h),"Pressure (Inch, Hg)",Precipitation (Inch),Condition
"Phnom Penh International Airport, Cambodia",6/10/2019,18:00,30.00,27.22,84,W,11.27,0.00,29.64,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,18:30,30.00,26.11,79,WSW,12.87,0.00,29.64,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,19:00,30.00,25.00,74,WSW,12.87,0.00,29.64,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,19:30,30.00,23.89,70,WSW,9.66,0.00,29.64,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,20:00,28.89,25.00,79,VAR,3.22,0.00,29.67,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/10/2019,20:30,28.89,26.11,84,VAR,4.83,0.00,29.67,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/10/2019,21:00,27.78,26.11,89,SW,4.83,0.00,29.7,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/10/2019,21:30,27.78,26.11,89,VAR,4.83,0.00,29.7,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/10/2019,22:00,27.78,25.00,84,SSW,9.66,0.00,29.7,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,22:30,27.78,25.00,84,S,8.05,0.00,29.7,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,23:00,27.78,25.00,84,SSW,8.05,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2019,19:30,31.11,25.00,70,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2019,20:00,30.00,26.11,79,S,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2019,20:30,30.00,26.11,79,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2019,21:00,30.00,26.11,79,S,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2019,21:30,28.89,26.11,84,SSW,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2019,22:00,28.89,26.11,84,SSW,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2019,22:30,28.89,26.11,84,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2019,23:00,28.89,26.11,84,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2019,23:30,28.89,26.11,84,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,0:00,28.89,26.11,84,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,0:30,28.89,26.11,84,S,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,1:30,27.78,26.11,89,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,2:00,27.78,26.11,89,S,4.83,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,2:30,27.78,26.11,89,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,3:00,28.89,26.11,84,SW,9.66,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,3:30,28.89,26.11,84,SW,9.66,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,4:00,28.89,26.11,84,VAR,3.22,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,4:30,27.78,25.00,84,VAR,1.61,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,5:00,27.78,25.00,84,VAR,4.83,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,5:30,27.78,26.11,89,S,4.83,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,6:00,27.78,26.11,89,VAR,3.22,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,6:30,27.78,26.11,89,VAR,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,7:00,28.89,25.00,79,W,8.05,0.00,29.7,0,Fair
"Phnom Penh International Airport, Cambodia",6/12/2019,7:30,28.89,25.00,79,VAR,4.83,0.00,29.7,0,Fair
"Phnom Penh International Airport, Cambodia",6/12/2019,8:00,30.00,25.00,74,VAR,3.22,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/12/2019,8:30,30.00,25.00,74,VAR,4.83,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/12/2019,9:00,31.11,25.00,70,WSW,9.66,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/12/2019,9:30,32.22,23.89,62,W,8.05,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/12/2019,10:00,32.78,23.89,59,WSW,11.27,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/12/2019,10:30,32.78,22.78,55,W,9.66,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/12/2019,11:00,33.89,22.78,52,WSW,12.87,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/12/2019,11:30,33.89,23.89,56,W,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,12:00,32.78,23.89,59,WSW,11.27,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,12:30,35.00,22.78,49,WSW,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,13:00,33.89,23.89,56,W,9.66,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,13:30,33.89,23.89,56,SW,9.66,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,14:00,35.00,25.00,56,SSW,8.05,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,14:30,35.00,25.00,56,SSW,11.27,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,15:00,35.00,22.78,49,W,11.27,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,15:30,32.78,23.89,59,WSW,22.53,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,16:00,31.11,26.11,75,SSW,28.97,0.00,29.64,0,Thunder
"Phnom Penh International Airport, Cambodia",6/12/2019,16:30,28.89,25.00,79,S,16.09,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,17:00,28.89,25.00,79,SE,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,17:30,28.89,26.11,84,SSE,9.66,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,18:00,27.78,26.11,89,VAR,4.83,0.00,29.67,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,18:30,27.78,26.11,89,SSE,8.05,0.00,29.67,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/12/2019,19:00,27.78,26.11,89,S,8.05,0.00,29.67,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/12/2019,19:30,28.89,26.11,84,S,1.61,0.00,29.7,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/12/2019,20:00,28.89,26.11,84,VAR,3.22,0.00,29.7,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,20:30,27.78,26.11,89,SSW,9.66,0.00,29.7,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,21:00,27.78,26.11,89,SSW,9.66,0.00,29.7,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,21:30,27.78,26.11,89,SSW,8.05,0.00,29.7,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,22:00,27.78,26.11,89,S,8.05,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,22:30,28.89,26.11,84,S,3.22,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,23:00,27.78,26.11,89,VAR,3.22,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2019,23:30,28.89,27.22,89,SSE,4.83,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,0:00,27.78,26.11,89,S,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,0:30,27.78,26.11,89,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,1:00,27.78,26.11,89,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,1:30,27.78,26.11,89,S,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,2:00,27.78,26.11,89,S,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,2:30,27.78,26.11,89,S,11.27,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,3:00,27.22,25.00,89,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,3:30,27.22,25.00,89,SSW,8.05,0.00,29.67,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,4:00,27.22,25.00,89,SSW,4.83,0.00,29.67,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,4:30,27.22,25.00,89,S,4.83,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,5:00,27.22,25.00,89,S,4.83,0.00,29.67,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,5:30,27.22,25.00,89,SSW,4.83,0.00,29.67,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,6:00,27.22,25.00,89,S,4.83,0.00,29.7,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,6:30,27.22,25.00,89,S,8.05,0.00,29.7,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,7:00,27.78,25.00,84,SSW,11.27,0.00,29.7,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,7:30,27.78,26.11,89,SSW,11.27,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,8:00,30.00,26.11,79,SSW,12.87,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,8:30,31.11,26.11,75,SSW,11.27,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,9:00,31.11,26.11,75,SSW,14.48,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/13/2019,9:30,32.22,26.11,70,SW,16.09,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,10:00,32.22,26.11,70,SW,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,10:30,32.78,25.00,63,SW,14.48,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,11:00,32.78,25.00,63,WSW,19.31,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,11:30,32.78,26.11,66,SW,19.31,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,12:00,33.89,25.00,59,WSW,16.09,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,12:30,33.89,23.89,56,WSW,19.31,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,13:00,33.89,23.89,56,W,14.48,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,13:30,33.89,23.89,56,SW,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,14:00,35.00,22.78,49,W,16.09,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,14:30,35.00,22.78,49,WSW,8.05,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,15:00,36.11,22.78,47,W,16.09,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,15:30,35.00,22.78,49,SW,22.53,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,16:00,33.89,22.78,52,WSW,19.31,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,16:30,32.78,23.89,59,SW,20.92,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,17:00,32.22,23.89,62,SW,22.53,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,17:30,32.22,23.89,62,SSW,24.14,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,18:00,32.22,25.00,66,SSW,19.31,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,18:30,32.22,25.00,66,SSW,14.48,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,19:00,31.11,25.00,70,SSW,14.48,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,19:30,31.11,25.00,70,SW,11.27,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,20:00,31.11,23.89,66,SW,12.87,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,20:30,31.11,23.89,66,WSW,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,21:00,31.11,23.89,66,SW,12.87,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,21:30,30.00,22.78,66,SW,14.48,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,22:00,30.00,23.89,70,WSW,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,22:30,30.00,23.89,70,SW,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,23:00,30.00,23.89,70,SW,9.66,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2019,23:30,28.89,23.89,74,SW,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,0:00,28.89,23.89,74,WSW,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,0:30,28.89,23.89,74,SSW,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,1:00,28.89,23.89,74,SSW,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,1:30,27.78,23.89,79,SSW,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,2:00,27.78,23.89,79,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,2:30,27.78,23.89,79,SSW,11.27,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,3:00,27.78,23.89,79,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,3:30,27.22,25.00,89,SSW,4.83,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,4:00,27.22,25.00,89,S,3.22,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,4:30,27.22,25.00,89,S,8.05,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,5:00,27.22,25.00,89,SSW,4.83,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,5:30,27.22,23.89,84,S,4.83,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,6:00,27.22,23.89,84,SSW,4.83,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,6:30,27.78,25.00,84,SSW,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,7:00,28.89,25.00,79,SSW,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,7:30,31.11,25.00,70,SW,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,8:00,31.11,26.11,75,SW,14.48,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,8:30,31.11,25.00,70,WSW,19.31,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,9:00,31.11,25.00,70,WSW,24.14,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,9:30,31.11,25.00,70,SW,19.31,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,10:00,32.22,23.89,62,WSW,12.87,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,11:00,-17.78,-17.78,0,W,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,11:30,33.89,23.89,56,W,14.48,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,12:00,32.78,22.78,55,SSW,19.31,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,12:30,33.89,22.78,52,SSW,19.31,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,13:00,33.89,23.89,56,SW,16.09,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,13:30,33.89,23.89,56,SW,12.87,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,14:00,35.00,22.78,49,SW,14.48,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,14:30,35.00,22.78,49,SW,14.48,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,15:00,36.11,22.78,47,W,12.87,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,15:30,35.00,22.78,49,WSW,11.27,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,16:00,36.11,22.22,44,SW,14.48,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,16:30,33.89,23.89,56,SW,24.14,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,17:00,30.00,25.00,74,NW,16.09,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,17:30,28.89,23.89,74,NW,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,18:00,30.00,25.00,74,VAR,4.83,0.00,29.64,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/14/2019,18:30,30.00,25.00,74,VAR,3.22,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,19:00,30.00,25.00,74,VAR,3.22,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,19:30,31.11,25.00,70,VAR,1.61,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,20:00,30.00,26.11,79,S,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,20:30,30.00,26.11,79,S,4.83,0.00,29.7,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/14/2019,21:00,30.00,26.11,79,SSW,8.05,0.00,29.7,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/14/2019,21:30,30.00,27.22,84,S,8.05,0.00,29.7,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/14/2019,22:00,30.00,27.22,84,SE,3.22,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,22:30,28.89,27.22,89,VAR,3.22,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,23:00,28.89,27.22,89,S,8.05,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2019,23:30,28.89,27.22,89,SSE,4.83,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,0:00,28.89,27.22,89,VAR,4.83,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,0:30,28.89,27.22,89,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,1:00,28.89,26.11,84,SSW,12.87,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,1:30,28.89,26.11,84,SW,12.87,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,2:00,28.89,26.11,84,SW,12.87,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,2:30,28.89,26.11,84,SW,12.87,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,3:00,28.89,26.11,84,SW,12.87,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,3:30,28.89,26.11,84,SW,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,4:00,28.89,26.11,84,SW,19.31,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,4:30,28.89,26.11,84,SSW,11.27,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,5:00,27.78,25.00,84,S,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,5:30,27.78,25.00,84,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,6:00,27.78,26.11,89,SSW,8.05,0.00,29.67,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,6:30,27.78,26.11,89,SSW,8.05,0.00,29.7,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,7:00,28.89,26.11,84,SSW,8.05,0.00,29.7,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,7:30,30.00,26.11,79,SW,11.27,0.00,29.7,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,8:00,31.11,26.11,75,SW,14.48,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,8:30,31.11,23.89,66,SW,12.87,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,9:00,32.22,23.89,62,SW,19.31,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,9:30,32.22,23.89,62,WSW,16.09,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,10:00,32.78,23.89,59,WSW,20.92,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,10:30,32.78,23.89,59,WSW,19.31,0.00,29.73,0,Fair
"Phnom Penh International Airport, Cambodia",6/15/2019,11:00,33.89,25.00,59,WSW,19.31,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,11:30,33.89,25.00,59,SW,20.92,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,12:00,33.89,23.89,56,W,19.31,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,12:30,32.22,23.89,62,W,27.36,51.50,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,13:00,33.89,22.78,52,WSW,25.75,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,13:30,33.89,22.22,49,W,20.92,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,14:00,35.00,22.22,47,W,24.14,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,14:30,35.00,22.22,47,WSW,25.75,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,15:00,35.00,22.22,47,WSW,25.75,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,15:30,33.89,22.22,49,WSW,28.97,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,16:00,35.00,22.22,47,WSW,24.14,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/15/2019,16:30,33.89,22.22,49,WSW,25.75,0.00,29.61,0,Partly Cloudy
